0.985
0.9358
0.9667
0.633
0.785
0.85
0.97
0.98
0.83
0.43
0.4521
0.7926
0.24
0.29
0.33
0.61
0.169
0.66
0.439
0.9
0.32
0.44
0.703
0.949
0.19
0.421
0.298
0.672
0.201
0.9
0
0.322
0.8715
0.92
0.6595
0.346
0.97
0.919
0.838
0.853
0.659
0.699
0.596
0.42
0.682
0.735
0.121
0.401
0.688
0.902
1
0.805
0.451
0.925
0.385
0.713
0.893
0.862
0.473
0.538
0.822
0.803
0.8075
0.732
0.666
0.773
0.14
0.09
0.1883
0.0092
0
0.5305
0.1395
0.79
1
0
0.66
0
0.5655
0.0303
0.003
0.21
0.03
0.15
1
1
0.04
0
0.891
0.4745
0
0
0.322
0.007
0.019
0.486
0
0
0
0
0.35
0.466
0.9511
0.993
0.24
0.9
0.76
0.0069
0.828
0.176
0
0
0
0
0.11
0
0
0
0
0.023
0
0.094
0.08
0.825
0.721
0.576
0.313
0.888
0.736
0.9765
0
0
0.29
0.063
0.27
0
0
0.0833
0.3935
0.8345
0.88
0.79
0.08
0.49
0
0
0.7808
0.82
0.19
0.29
0.942
1
1
1
0.94
0.58
0.776
0.081
0.992
0.982
0.346
0.97
0.919
0.792
0.99
0.424
0.223
0.062
0.702
0.663
0.89
0.9165
0.736
0.2355
0.577
0.849
0.653
0.676
0.719
0.908
0.031
0.03
0
0.034
0
0.818
0.011
0.061
0.459
0.376
0.015
0.328
0.537
0.264
0.153
0.855
0.679
0.94
0.826
0.333
0
0.231
0.382
0.541
